iso3,year,pol3
GBR,2020,93
GBR,2021,93
GBR,2022,92
GBR,2023,92
GBR,2024,92
GEO,2000,81
GEO,2001,83
GEO,2002,89
GEO,2003,74
GEO,2004,66
GEO,2005,82
GEO,2006,89
GEO,2007,88
GEO,2008,90
GEO,2009,93
GEO,2010,88
GEO,2011,88
GEO,2012,93
GEO,2013,94
GEO,2014,91
GEO,2015,91
GEO,2016,92
GEO,2017,91
GEO,2018,93
GEO,2019,94
GEO,2020,88
GEO,2021,85
GEO,2022,85
GEO,2023,88
GEO,2024,86
GHA,2000,88
GHA,2001,81
GHA,2002,80
GHA,2003,80
GHA,2004,81
GHA,2005,85
GHA,2006,84
GHA,2007,94
GHA,2008,92
GHA,2009,94
GHA,2010,94
GHA,2011,91
GHA,2012,91
GHA,2013,91
GHA,2014,94
GHA,2015,88
GHA,2016,95
GHA,2017,94
GHA,2018,98
GHA,2019,97
GHA,2020,92
GHA,2021,98
GHA,2022,90
GHA,2023,91
GHA,2024,91
GIN,2000,47
GIN,2001,52
GIN,2002,56
GIN,2003,61
GIN,2004,65
GIN,2005,59
GIN,2006,53
GIN,2007,46
GIN,2008,59
GIN,2009,60
GIN,2010,62
GIN,2011,63
GIN,2012,59
GIN,2013,55
GIN,2014,51
GIN,2015,47
GIN,2016,48
GIN,2017,49
GIN,2018,50
GIN,2019,51
GIN,2020,52
GIN,2021,53
GIN,2022,54
GIN,2023,55
GIN,2024,55
GMB,2000,83
GMB,2001,84
GMB,2002,86
GMB,2003,87
GMB,2004,88
GMB,2005,94
GMB,2006,94
GMB,2007,94
GMB,2008,96
GMB,2009,97
GMB,2010,97
GMB,2011,95
GMB,2012,98
GMB,2013,96
GMB,2014,97
GMB,2015,96
GMB,2016,95
GMB,2017,92
GMB,2018,93
GMB,2019,88
GMB,2020,89
GMB,2021,89
GMB,2022,69
GMB,2023,86
GMB,2024,80
GNB,2000,52
GNB,2001,56
GNB,2002,60
GNB,2003,65
GNB,2004,69
GNB,2005,73
GNB,2006,74
GNB,2007,76
GNB,2008,77
GNB,2009,78
GNB,2010,82
GNB,2011,85
GNB,2012,87
GNB,2013,86
GNB,2014,84
GNB,2015,83
GNB,2016,81
GNB,2017,79
GNB,2018,82
GNB,2019,60
GNB,2020,63
GNB,2021,23
GNB,2022,51
GNB,2023,75
GNB,2024,68
GNQ,2000,41
GNQ,2001,43
GNQ,2002,45
GNQ,2003,47
GNQ,2004,49
GNQ,2005,51
GNQ,2006,53
GNQ,2007,55
GNQ,2008,57
GNQ,2009,59
GNQ,2010,61
GNQ,2011,60
GNQ,2012,58
GNQ,2013,57
GNQ,2014,55
GNQ,2015,37
GNQ,2016,55
GNQ,2017,58
GNQ,2018,60
GNQ,2019,63
GNQ,2020,65
GNQ,2021,68
GNQ,2022,70
GNQ,2023,73
GNQ,2024,67
GRC,2000,89
GRC,2001,90
GRC,2002,92
GRC,2003,93
GRC,2004,95
GRC,2005,96
GRC,2006,98
GRC,2007,99
GRC,2008,99
GRC,2009,99
GRC,2010,99
GRC,2011,99
GRC,2012,99
GRC,2013,99
GRC,2014,99
GRC,2015,99
GRC,2016,99
GRC,2017,99
GRC,2018,99
GRC,2019,99
GRC,2020,99
GRC,2021,99
GRC,2022,98
GRC,2023,97
GRC,2024,95
GRD,2000,97
GRD,2001,96
GRD,2002,98
GRD,2003,98
GRD,2004,84
GRD,2005,99
GRD,2006,91
GRD,2007,96
GRD,2008,99
GRD,2009,99
GRD,2010,94
GRD,2011,95
GRD,2012,98
GRD,2013,98
GRD,2014,81
GRD,2015,99
GRD,2016,98
GRD,2017,91
GRD,2018,96
GRD,2019,94
GRD,2020,72
GRD,2021,77
GRD,2022,73
GRD,2023,86
GRD,2024,93
GTM,2000,80
GTM,2001,78
GTM,2002,82
GTM,2003,84
GTM,2004,88
GTM,2005,87
GTM,2006,90
GTM,2007,85
GTM,2008,96
GTM,2009,92
GTM,2010,94
GTM,2011,88
GTM,2012,94
GTM,2013,94
GTM,2014,66
GTM,2015,80
GTM,2016,84
GTM,2017,90
GTM,2018,85
GTM,2019,94
GTM,2020,97
GTM,2021,79
GTM,2022,78
GTM,2023,88
GTM,2024,81
GUY,2000,79
GUY,2001,90
GUY,2002,93
GUY,2003,91
GUY,2004,91
GUY,2005,93
GUY,2006,92
GUY,2007,94
GUY,2008,93
GUY,2009,97
GUY,2010,95
GUY,2011,93
GUY,2012,97
GUY,2013,98
GUY,2014,97
GUY,2015,92
GUY,2016,94
GUY,2017,94
GUY,2018,94
GUY,2019,97
GUY,2020,91
GUY,2021,97
GUY,2022,97
GUY,2023,99
GUY,2024,99
HND,2000,88
HND,2001,99
HND,2002,95
HND,2003,92
HND,2004,94
HND,2005,98
HND,2006,94
HND,2007,94
HND,2008,93
HND,2009,97
HND,2010,97
HND,2011,97
HND,2012,98
HND,2013,99
HND,2014,99
HND,2015,98
HND,2016,95
HND,2017,90
HND,2018,91
HND,2019,88
HND,2020,80
HND,2021,77
HND,2022,78
HND,2023,71
HND,2024,75
HRV,2000,94
HRV,2001,94
HRV,2002,95
HRV,2003,95
HRV,2004,96
HRV,2005,96
HRV,2006,96
HRV,2007,96
HRV,2008,96
HRV,2009,96
HRV,2010,97
HRV,2011,96
HRV,2012,96
HRV,2013,96
HRV,2014,95
HRV,2015,94
HRV,2016,93
HRV,2017,92
HRV,2018,94
HRV,2019,94
HRV,2020,94
HRV,2021,92
HRV,2022,92
HRV,2023,93
HRV,2024,92
HTI,2000,51
HTI,2001,53
HTI,2002,55
HTI,2003,57
HTI,2004,58
HTI,2005,60
HTI,2006,61
HTI,2007,62
HTI,2008,63
HTI,2009,64
HTI,2010,64
HTI,2011,66
HTI,2012,65
HTI,2013,64
HTI,2014,63
HTI,2015,65
HTI,2016,53
HTI,2017,45
HTI,2018,56
HTI,2019,66
HTI,2020,41
HTI,2021,37
HTI,2022,45
HTI,2023,46
HTI,2024,47
HUN,2000,99
HUN,2001,99
HUN,2002,98
HUN,2003,99
HUN,2004,99
HUN,2005,99
HUN,2006,99
HUN,2007,99
HUN,2008,99
HUN,2009,99
HUN,2010,99
HUN,2011,99
HUN,2012,99
HUN,2013,99
HUN,2014,99
HUN,2015,99
HUN,2016,99
HUN,2017,99
HUN,2018,99
HUN,2019,99
HUN,2020,99
HUN,2021,99
HUN,2022,99
HUN,2023,99
HUN,2024,99
IDN,2000,72
IDN,2001,77
IDN,2002,80
IDN,2003,80
IDN,2004,79
IDN,2005,79
IDN,2006,78
IDN,2007,77
IDN,2008,83
IDN,2009,85
IDN,2010,82
IDN,2011,81
IDN,2012,87
IDN,2013,92
IDN,2014,90
IDN,2015,85
IDN,2016,85
IDN,2017,88
IDN,2018,87
IDN,2019,85
IDN,2020,76
IDN,2021,68
IDN,2022,91
IDN,2023,82
IDN,2024,87
IND,2000,57
IND,2001,58
IND,2002,58
IND,2003,57
IND,2004,58
IND,2005,65
IND,2006,66
IND,2007,67
IND,2008,69
IND,2009,73
IND,2010,76
IND,2011,79
IND,2012,79
IND,2013,82
IND,2014,84
IND,2015,86
IND,2016,86
IND,2017,89
IND,2018,90
IND,2019,90
IND,2020,85
IND,2021,85
IND,2022,93
IND,2023,91
IND,2024,93
IRL,2000,86
IRL,2001,84
IRL,2002,83
IRL,2003,86
IRL,2004,89
IRL,2005,90
IRL,2006,91
IRL,2007,92
IRL,2008,93
IRL,2009,94
IRL,2010,94
IRL,2011,95
IRL,2012,95
IRL,2013,96
IRL,2014,96
IRL,2015,95
IRL,2016,95
IRL,2017,95
IRL,2018,94
IRL,2019,94
IRL,2020,94
IRL,2021,94
IRL,2022,93
IRL,2023,93
IRL,2024,92
IRN,2000,99
IRN,2001,95
IRN,2002,99
IRN,2003,99
IRN,2004,98
IRN,2005,95
IRN,2006,99
IRN,2007,98
IRN,2008,99
IRN,2009,99
IRN,2010,99
IRN,2011,99
IRN,2012,99
IRN,2013,98
IRN,2014,99
IRN,2015,98
IRN,2016,99
IRN,2017,99
IRN,2018,99
IRN,2019,99
IRN,2020,99
IRN,2021,98
IRN,2022,99
IRN,2023,99
IRN,2024,99
IRQ,2000,83
IRQ,2001,80
IRQ,2002,76
IRQ,2003,73
IRQ,2004,69
IRQ,2005,69
IRQ,2006,63
IRQ,2007,74
IRQ,2008,71
IRQ,2009,78
IRQ,2010,74
IRQ,2011,82
IRQ,2012,73
IRQ,2013,75
IRQ,2014,76
IRQ,2015,72
IRQ,2016,76
IRQ,2017,82
IRQ,2018,74
IRQ,2019,85
IRQ,2020,78
IRQ,2021,78
IRQ,2022,92
IRQ,2023,91
IRQ,2024,91
ISL,2000,98
ISL,2001,92
ISL,2002,95
ISL,2003,97
ISL,2004,99
ISL,2005,95
ISL,2006,97
ISL,2007,97
ISL,2008,98
ISL,2009,96
ISL,2010,96
ISL,2011,95
ISL,2012,89
ISL,2013,91
ISL,2014,90
ISL,2015,92
ISL,2016,91
ISL,2017,89
ISL,2018,91
ISL,2019,93
ISL,2020,93
ISL,2021,92
ISL,2022,92
ISL,2023,92
ISL,2024,94
ISR,2000,93
ISR,2001,93
ISR,2002,91
ISR,2003,93
ISR,2004,95
ISR,2005,95
ISR,2006,94
ISR,2007,95
ISR,2008,94
ISR,2009,96
ISR,2010,95
ISR,2011,94
ISR,2012,94
ISR,2013,96
ISR,2014,95
ISR,2015,95
ISR,2016,94
ISR,2017,98
ISR,2018,98
ISR,2019,98
ISR,2020,98
ISR,2021,98
ISR,2022,98
ISR,2023,98
ISR,2024,98
ITA,2000,97
ITA,2001,96
ITA,2002,96
ITA,2003,97
ITA,2004,97
ITA,2005,97
ITA,2006,97
ITA,2007,97
ITA,2008,96
ITA,2009,96
ITA,2010,96
ITA,2011,96
ITA,2012,96
ITA,2013,96
ITA,2014,95
ITA,2015,93
ITA,2016,93
ITA,2017,95
ITA,2018,95
ITA,2019,96
ITA,2020,94
ITA,2021,94
ITA,2022,95
ITA,2023,95
ITA,2024,94
JAM,2000,95
JAM,2001,99
JAM,2002,99
JAM,2003,99
JAM,2004,96
JAM,2005,99
JAM,2006,99
JAM,2007,93
JAM,2008,91
JAM,2009,90
JAM,2010,94
JAM,2011,93
JAM,2012,96
JAM,2013,86
JAM,2014,93
JAM,2015,91
JAM,2016,99
JAM,2017,93
JAM,2018,98
JAM,2019,96
JAM,2020,95
JAM,2021,90
JAM,2022,94
JAM,2023,98
JAM,2024,98
JOR,2000,94
JOR,2001,97
JOR,2002,95
JOR,2003,97
JOR,2004,95
JOR,2005,95
JOR,2006,98
JOR,2007,98
JOR,2008,98
JOR,2009,98
JOR,2010,98
JOR,2011,98
JOR,2012,98
JOR,2013,98
JOR,2014,98
JOR,2015,99
JOR,2016,98
JOR,2017,99
JOR,2018,92
JOR,2019,87
JOR,2020,76
JOR,2021,84
JOR,2022,92
JOR,2023,95
JOR,2024,94
JPN,2000,98
JPN,2001,81
JPN,2002,89
JPN,2003,97
JPN,2004,97
JPN,2005,95
JPN,2006,95
JPN,2007,97
JPN,2008,98
JPN,2009,99
JPN,2010,98
JPN,2011,96
JPN,2012,99
JPN,2013,99
JPN,2014,99
JPN,2015,99
JPN,2016,99
JPN,2017,97
JPN,2018,98
JPN,2019,98
JPN,2020,96
JPN,2021,99
JPN,2022,99
JPN,2023,98
JPN,2024,98
KAZ,2000,96
KAZ,2001,95
KAZ,2002,95
KAZ,2003,99
KAZ,2004,99
KAZ,2005,99
KAZ,2006,99
KAZ,2007,94
KAZ,2008,99
KAZ,2009,99
KAZ,2010,98
KAZ,2011,99
KAZ,2012,99
KAZ,2013,98
KAZ,2014,95
KAZ,2015,98
KAZ,2016,83
KAZ,2017,99
KAZ,2018,98
KAZ,2019,97
KAZ,2020,88
KAZ,2021,95
KAZ,2022,99
KAZ,2023,99
KAZ,2024,98
KEN,2000,79
KEN,2001,77
KEN,2002,83
KEN,2003,75
KEN,2004,73
KEN,2005,70
KEN,2006,77
KEN,2007,76
KEN,2008,87
KEN,2009,89
KEN,2010,89
KEN,2011,97
KEN,2012,93
KEN,2013,92
KEN,2014,90
KEN,2015,79
KEN,2016,83
KEN,2017,75
KEN,2018,89
KEN,2019,88
KEN,2020,92
KEN,2021,95
KEN,2022,91
KEN,2023,92
KEN,2024,85
KGZ,2000,99
KGZ,2001,99
KGZ,2002,99
KGZ,2003,98
KGZ,2004,98
KGZ,2005,98
KGZ,2006,93
KGZ,2007,94
KGZ,2008,95
KGZ,2009,96
KGZ,2010,88
KGZ,2011,94
KGZ,2012,94
KGZ,2013,97
KGZ,2014,95
KGZ,2015,97
KGZ,2016,97
KGZ,2017,93
KGZ,2018,92
KGZ,2019,97
KGZ,2020,87
KGZ,2021,90
KGZ,2022,92
KGZ,2023,92
KGZ,2024,92
KHM,2000,62
KHM,2001,59
KHM,2002,54
KHM,2003,69
KHM,2004,86
KHM,2005,82
KHM,2006,80
KHM,2007,82
KHM,2008,91
KHM,2009,95
KHM,2010,90
KHM,2011,91
KHM,2012,90
KHM,2013,71
KHM,2014,91
KHM,2015,91
KHM,2016,89
KHM,2017,89
KHM,2018,88
KHM,2019,91
KHM,2020,89
KHM,2021,88
KHM,2022,84
KHM,2023,85
KHM,2024,84
KIR,2000,90
KIR,2001,88
KIR,2002,96
KIR,2003,79
KIR,2004,61
KIR,2005,74
KIR,2006,86
KIR,2007,93
KIR,2008,74
KIR,2009,84
KIR,2010,95
KIR,2011,95
KIR,2012,92
KIR,2013,91
KIR,2014,79
KIR,2015,80
KIR,2016,82
KIR,2017,90
KIR,2018,93
KIR,2019,94
KIR,2020,91
KIR,2021,86
KIR,2022,90
KIR,2023,87
KIR,2024,91
KNA,2000,99
KNA,2001,99
KNA,2002,97
KNA,2003,99
KNA,2004,96
KNA,2005,99
KNA,2006,99
KNA,2007,99
KNA,2008,98
KNA,2009,95
KNA,2010,91
KNA,2011,99
KNA,2012,98
KNA,2013,97
KNA,2014,96
KNA,2015,91
KNA,2016,99
KNA,2017,97
KNA,2018,98
KNA,2019,97
KNA,2020,99
KNA,2021,96
KNA,2022,96
KNA,2023,96
KNA,2024,97
KOR,2000,99
KOR,2001,99
KOR,2002,99
KOR,2003,94
KOR,2004,90
KOR,2005,96
KOR,2006,98
KOR,2007,91
KOR,2008,92
KOR,2009,95
KOR,2010,95
KOR,2011,98
KOR,2012,99
KOR,2013,99
KOR,2014,99
KOR,2015,98
KOR,2016,98
KOR,2017,97
KOR,2018,98
KOR,2019,98
KOR,2020,98
KOR,2021,98
KOR,2022,97
KOR,2023,97
KOR,2024,97
KWT,2000,94
KWT,2001,99
KWT,2002,99
KWT,2003,99
KWT,2004,98
KWT,2005,99
KWT,2006,99
KWT,2007,99
KWT,2008,99
KWT,2009,99
KWT,2010,98
KWT,2011,99
KWT,2012,98
KWT,2013,99
KWT,2014,94
KWT,2015,99
KWT,2016,99
KWT,2017,99
KWT,2018,98
KWT,2019,97
KWT,2020,95
KWT,2021,94
KWT,2022,95
KWT,2023,99
KWT,2024,99
LAO,2000,57
LAO,2001,55
LAO,2002,55
LAO,2003,52
LAO,2004,46
LAO,2005,50
LAO,2006,56
LAO,2007,46
LAO,2008,60
LAO,2009,67
LAO,2010,76
LAO,2011,78
LAO,2012,76
LAO,2013,82
LAO,2014,83
LAO,2015,85
LAO,2016,84
LAO,2017,83
LAO,2018,81
LAO,2019,73
LAO,2020,68
LAO,2021,67
LAO,2022,62
LAO,2023,76
LAO,2024,70
LBN,2000,83
LBN,2001,80
LBN,2002,77
LBN,2003,74
LBN,2004,74
LBN,2005,74
LBN,2006,75
LBN,2007,75
LBN,2008,75
LBN,2009,76
LBN,2010,77
LBN,2011,79
LBN,2012,80
LBN,2013,81
LBN,2014,81
LBN,2015,81
LBN,2016,81
LBN,2017,81
LBN,2018,81
LBN,2019,81
LBN,2020,67
LBN,2021,64
LBN,2022,52
LBN,2023,48
LBN,2024,47
LBR,2000,56
LBR,2001,54
LBR,2002,51
LBR,2003,49
LBR,2004,47
LBR,2005,66
LBR,2006,66
LBR,2007,67
LBR,2008,79
LBR,2009,84
LBR,2010,71
LBR,2011,77
LBR,2012,80
LBR,2013,80
LBR,2014,62
LBR,2015,65
LBR,2016,73
LBR,2017,79
LBR,2018,79
LBR,2019,69
LBR,2020,67
LBR,2021,64
LBR,2022,52
LBR,2023,72
LBR,2024,72
LBY,2000,94
LBY,2001,94
LBY,2002,93
LBY,2003,95
LBY,2004,97
LBY,2005,98
LBY,2006,98
LBY,2007,98
LBY,2008,98
LBY,2009,98
LBY,2010,98
LBY,2011,98
LBY,2012,98
LBY,2013,96
LBY,2014,94
LBY,2015,97
LBY,2016,97
LBY,2017,97
LBY,2018,73
LBY,2019,73
LBY,2020,73
LBY,2021,73
LBY,2022,73
LBY,2023,73
LBY,2024,86
LCA,2000,70
LCA,2001,99
LCA,2002,90
LCA,2003,91
LCA,2004,91
LCA,2005,95
LCA,2006,85
LCA,2007,99
LCA,2008,96
LCA,2009,95
LCA,2010,97
LCA,2011,99
LCA,2012,98
LCA,2013,99
LCA,2014,99
LCA,2015,99
LCA,2016,95
LCA,2017,80
LCA,2018,95
LCA,2019,91
LCA,2020,88
LCA,2021,75
LCA,2022,80
LCA,2023,97
LCA,2024,87
LKA,2000,99
LKA,2001,98
LKA,2002,98
LKA,2003,98
LKA,2004,97
LKA,2005,99
LKA,2006,98
LKA,2007,98
LKA,2008,98
LKA,2009,97
LKA,2010,99
LKA,2011,99
LKA,2012,99
LKA,2013,99
LKA,2014,99
LKA,2015,99
LKA,2016,99
LKA,2017,99
LKA,2018,99
LKA,2019,99
LKA,2020,96
LKA,2021,96
LKA,2022,98
LKA,2023,99
LKA,2024,97
LSO,2000,82
LSO,2001,78
LSO,2002,84
LSO,2003,90
LSO,2004,89
LSO,2005,88
LSO,2006,88
LSO,2007,87
LSO,2008,86
LSO,2009,89
LSO,2010,92
LSO,2011,95
LSO,2012,93
LSO,2013,90
LSO,2014,88
LSO,2015,85
LSO,2016,87
LSO,2017,88
LSO,2018,90
LSO,2019,94
LSO,2020,96
LSO,2021,98
LSO,2022,65
LSO,2023,87
LSO,2024,86
LTU,2000,92
LTU,2001,97
LTU,2002,97
LTU,2003,91
LTU,2004,90
LTU,2005,93
LTU,2006,94
LTU,2007,95
LTU,2008,96
LTU,2009,98
LTU,2010,95
LTU,2011,92
LTU,2012,93
LTU,2013,93
LTU,2014,93
LTU,2015,93
LTU,2016,94
LTU,2017,94
LTU,2018,92
LTU,2019,92
LTU,2020,91
LTU,2021,90
LTU,2022,90
LTU,2023,90
LTU,2024,89
LUX,2000,99
LUX,2001,99
LUX,2002,99
LUX,2003,99
LUX,2004,99
LUX,2005,99
LUX,2006,99
LUX,2007,96
LUX,2008,96
LUX,2009,96
LUX,2010,96
LUX,2011,96
LUX,2012,99
LUX,2013,99
LUX,2014,99
LUX,2015,99
LUX,2016,99
LUX,2017,99
LUX,2018,99
LUX,2019,99
LUX,2020,99
LUX,2021,99
LUX,2022,99
LUX,2023,99
LUX,2024,99
LVA,2000,96
LVA,2001,97
LVA,2002,98
LVA,2003,98
LVA,2004,99
LVA,2005,99
LVA,2006,96
LVA,2007,94
LVA,2008,94
LVA,2009,94
LVA,2010,92
LVA,2011,92
LVA,2012,91
LVA,2013,94
LVA,2014,92
LVA,2015,94
LVA,2016,98
LVA,2017,98
LVA,2018,96
LVA,2019,99
LVA,2020,99
LVA,2021,94
LVA,2022,95
LVA,2023,98
LVA,2024,97
MAR,2000,95
MAR,2001,93
MAR,2002,94
MAR,2003,91
MAR,2004,97
MAR,2005,98
MAR,2006,97
MAR,2007,95
MAR,2008,99
MAR,2009,99
MAR,2010,99
MAR,2011,98
MAR,2012,99
MAR,2013,99
MAR,2014,99
MAR,2015,99
MAR,2016,99
MAR,2017,99
MAR,2018,99
MAR,2019,99
MAR,2020,99
MAR,2021,98
MAR,2022,98
MAR,2023,97
MAR,2024,96
MCO,2000,99
MCO,2001,99
MCO,2002,99
MCO,2003,99
MCO,2004,99
MCO,2005,99
MCO,2006,99
MCO,2007,99
MCO,2008,99
MCO,2009,99
MCO,2010,99
MCO,2011,99
MCO,2012,99
MCO,2013,99
MCO,2014,99
MCO,2015,99
MCO,2016,99
MCO,2017,99
MCO,2018,99
MCO,2019,99
MCO,2020,99
MCO,2021,99
MCO,2022,99
MCO,2023,99
MCO,2024,99
MDA,2000,97
MDA,2001,98
MDA,2002,98
MDA,2003,98
MDA,2004,98
MDA,2005,99
MDA,2006,98
MDA,2007,93
MDA,2008,96
MDA,2009,87
MDA,2010,97
MDA,2011,96
MDA,2012,92
MDA,2013,92
MDA,2014,92
MDA,2015,88
MDA,2016,91
MDA,2017,90
MDA,2018,94
MDA,2019,94
MDA,2020,87
MDA,2021,88
MDA,2022,88
MDA,2023,88
MDA,2024,89
MDG,2000,58
MDG,2001,60
MDG,2002,61
MDG,2003,65
MDG,2004,74
MDG,2005,80
MDG,2006,83
MDG,2007,83
MDG,2008,77
MDG,2009,76
MDG,2010,70
MDG,2011,73
MDG,2012,71
MDG,2013,72
MDG,2014,71
MDG,2015,68
MDG,2016,72
MDG,2017,69
MDG,2018,71
MDG,2019,69
MDG,2020,66
MDG,2021,55
MDG,2022,55
MDG,2023,63
MDG,2024,62
MDV,2000,98
MDV,2001,97
MDV,2002,98
MDV,2003,98
MDV,2004,96
MDV,2005,98
MDV,2006,98
MDV,2007,98
MDV,2008,98
MDV,2009,98
MDV,2010,97
MDV,2011,96
MDV,2012,99
MDV,2013,99
MDV,2014,99
MDV,2015,99
MDV,2016,99
MDV,2017,99
MDV,2018,99
MDV,2019,99
MDV,2020,99
MDV,2021,97
MDV,2022,99
MDV,2023,99
MDV,2024,99
MEX,2000,97
MEX,2001,97
MEX,2002,98
MEX,2003,98
MEX,2004,98
MEX,2005,98
MEX,2006,98
MEX,2007,98
MEX,2008,96
MEX,2009,95
MEX,2010,95
MEX,2011,97
MEX,2012,99
MEX,2013,83
MEX,2014,87
MEX,2015,87
MEX,2016,93
MEX,2017,85
MEX,2018,88
MEX,2019,82
MEX,2020,72
MEX,2021,78
MEX,2022,83
MEX,2023,85
MEX,2024,78
MHL,2000,36
MHL,2001,56
MHL,2002,80
MHL,2003,80
MHL,2004,68
MHL,2005,88
MHL,2006,95
MHL,2007,91
MHL,2008,96
MHL,2009,99
MHL,2010,95
MHL,2011,88
MHL,2012,80
MHL,2013,79
MHL,2014,77
MHL,2015,85
MHL,2016,69
MHL,2017,79
MHL,2018,80
MHL,2019,78
MHL,2020,82
MHL,2021,85
MHL,2022,86
MHL,2023,84
MHL,2024,84
MKD,2000,96
MKD,2001,91
MKD,2002,97
MKD,2003,96
MKD,2004,95
MKD,2005,98
MKD,2006,92
MKD,2007,96
MKD,2008,96
MKD,2009,96
MKD,2010,95
MKD,2011,97
MKD,2012,97
MKD,2013,98
MKD,2014,96
MKD,2015,92
MKD,2016,95
MKD,2017,91
MKD,2018,93
MKD,2019,92
MKD,2020,84
MKD,2021,81
MKD,2022,84
MKD,2023,86
MKD,2024,89
MLI,2000,53
MLI,2001,56
MLI,2002,65
MLI,2003,67
MLI,2004,70
MLI,2005,78
MLI,2006,79
MLI,2007,76
MLI,2008,74
MLI,2009,77
MLI,2010,77
MLI,2011,72
MLI,2012,65
MLI,2013,57
MLI,2014,62
MLI,2015,67
MLI,2016,72
MLI,2017,72
MLI,2018,71
MLI,2019,71
MLI,2020,65
MLI,2021,69
MLI,2022,75
MLI,2023,72
MLI,2024,72
MLT,2000,94
MLT,2001,95
MLT,2002,95
MLT,2003,94
MLT,2004,89
MLT,2005,94
MLT,2006,83
MLT,2007,76
MLT,2008,72
MLT,2009,73
MLT,2010,76
MLT,2011,96
MLT,2012,99
MLT,2013,99
MLT,2014,99
MLT,2015,97
MLT,2016,97
MLT,2017,98
MLT,2018,97
MLT,2019,98
MLT,2020,98
MLT,2021,99
MLT,2022,98
MLT,2023,98
MLT,2024,97
MMR,2000,88
MMR,2001,77
MMR,2002,84
MMR,2003,86
MMR,2004,92
MMR,2005,86
MMR,2006,82
MMR,2007,84
MMR,2008,85
MMR,2009,90
MMR,2010,90
MMR,2011,90
MMR,2012,87
MMR,2013,76
MMR,2014,88
MMR,2015,89
MMR,2016,89
MMR,2017,89
MMR,2018,91
MMR,2019,90
MMR,2020,86
MMR,2021,43
MMR,2022,75
MMR,2023,73
MMR,2024,71
MNE,2000,NA
MNE,2001,NA
MNE,2002,NA
MNE,2003,NA
MNE,2004,NA
MNE,2005,NA
MNE,2006,90
MNE,2007,92
MNE,2008,95
MNE,2009,91
MNE,2010,93
MNE,2011,95
MNE,2012,94
MNE,2013,94
MNE,2014,91
MNE,2015,89
MNE,2016,89
MNE,2017,87
MNE,2018,86
MNE,2019,85
MNE,2020,84
MNE,2021,83
MNE,2022,80
MNE,2023,81
MNE,2024,81
MNG,2000,94
MNG,2001,95
MNG,2002,98
MNG,2003,98
MNG,2004,99
MNG,2005,99
MNG,2006,98
MNG,2007,99
MNG,2008,95
MNG,2009,96
MNG,2010,96
MNG,2011,99
MNG,2012,99
MNG,2013,98
MNG,2014,99
MNG,2015,99
MNG,2016,99
MNG,2017,99
MNG,2018,99
MNG,2019,98
MNG,2020,97
MNG,2021,96
MNG,2022,95
MNG,2023,97
MNG,2024,96
MOZ,2000,69
MOZ,2001,72
MOZ,2002,76
MOZ,2003,67
MOZ,2004,69
MOZ,2005,71
MOZ,2006,73
MOZ,2007,75
MOZ,2008,74
MOZ,2009,74
MOZ,2010,73
MOZ,2011,76
MOZ,2012,79
MOZ,2013,81
MOZ,2014,84
MOZ,2015,84
MOZ,2016,84
MOZ,2017,84
MOZ,2018,84
MOZ,2019,84
MOZ,2020,75
MOZ,2021,64
MOZ,2022,74
MOZ,2023,78
MOZ,2024,78
MRT,2000,58
MRT,2001,75
MRT,2002,91
MRT,2003,75
MRT,2004,68
MRT,2005,71
MRT,2006,68
MRT,2007,75
MRT,2008,73
MRT,2009,63
MRT,2010,52
MRT,2011,73
MRT,2012,80
MRT,2013,80
MRT,2014,81
MRT,2015,67
MRT,2016,69
MRT,2017,70
MRT,2018,72
MRT,2019,75
MRT,2020,81
MRT,2021,76
MRT,2022,81
MRT,2023,90
MRT,2024,85
MUS,2000,88
MUS,2001,93
MUS,2002,88
MUS,2003,99
MUS,2004,98
MUS,2005,97
MUS,2006,98
MUS,2007,96
MUS,2008,99
MUS,2009,99
MUS,2010,99
MUS,2011,98
MUS,2012,98
MUS,2013,98
MUS,2014,98
MUS,2015,98
MUS,2016,96
MUS,2017,95
MUS,2018,98
MUS,2019,97
MUS,2020,96
MUS,2021,95
MUS,2022,95
MUS,2023,97
MUS,2024,95
MWI,2000,73
MWI,2001,86
MWI,2002,79
MWI,2003,85
MWI,2004,94
MWI,2005,94
MWI,2006,99
MWI,2007,88
MWI,2008,92
MWI,2009,93
MWI,2010,86
MWI,2011,97
MWI,2012,95
MWI,2013,89
MWI,2014,87
MWI,2015,88
MWI,2016,83
MWI,2017,87
MWI,2018,91
MWI,2019,94
MWI,2020,93
MWI,2021,89
MWI,2022,87
MWI,2023,91
MWI,2024,90
MYS,2000,98
MYS,2001,95
MYS,2002,94
MYS,2003,96
MYS,2004,95
MYS,2005,96
MYS,2006,95
MYS,2007,97
MYS,2008,97
MYS,2009,97
MYS,2010,96
MYS,2011,96
MYS,2012,97
MYS,2013,97
MYS,2014,97
MYS,2015,99
MYS,2016,98
MYS,2017,99
MYS,2018,99
MYS,2019,98
MYS,2020,98
MYS,2021,95
MYS,2022,97
MYS,2023,95
MYS,2024,93
NAM,2000,80
NAM,2001,79
NAM,2002,78
NAM,2003,82
NAM,2004,81
NAM,2005,86
NAM,2006,74
NAM,2007,81
NAM,2008,83
NAM,2009,83
NAM,2010,83
NAM,2011,85
NAM,2012,84
NAM,2013,89
NAM,2014,88
